given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id,given_name_n,surname_n,address_1_n,address_2_n,suburb_n,state_n,date_of_birth_n,postcode_n,block_key,cluster_id
emiily,zimmermann,38.0,redfern street,blue mountain lagoon,riverwood,3350,nsw,19621028.0,2097692,id1036293520,emiily,zimmermann,redfern street,blue mountain lagoon,riverwood,nsw,1970-01-01,3350,3350_zi,1674
caitlyn,robson,1.0,hartung crescent,,harcourt,5008,qld,19820123.0,9584449,id8237561705,caitlyn,robson,hartung crescent,,harcourt,qld,1970-01-01,5008,5008_ro,1675
jayden,noble,80.0,chaseling street,kincumber nauitcal vlge,sussex inlet,2660,nsw,19430306.0,2825950,id3294078440,jayden,noble,chaseling street,kincumber nauitcal vlge,sussex inlet,nsw,1970-01-01,2660,2660_no,1676
elki,block,6.0,yanda street,wallsend delivery centre,mittagong,2450,vic,19610203.0,8325666,id0937116923,elki,block,yanda street,wallsend delivery centre,mittagong,vic,1970-01-01,2450,2450_bl,1677
sophi,ncille,112.0,garlings treet,spring creek,kotara,4740,nt,19111001.0,7492384,id0632745989,sophi,ncille,garlings treet,spring creek,kotara,nt,1970-01-01,4740,4740_nc,1678
chawlie,mccarthy,53.0,gudgenby close,ocean stara villas,caiens,3450,nsw,19070923.0,5234558,id8891565367,chawlie,mccarthy,gudgenby close,ocean stara villas,caiens,nsw,1970-01-01,3450,3450_mc,1679
tara,rollins,50.0,bonwick place,the lodge,surrey hills,2810,nsw,19120710.0,7514831,id1802408948,tara,rollins,bonwick place,the lodge,surrey hills,nsw,1970-01-01,2810,2810_ro,1680
dillon,laverty,81.0,learmonth drive,old cob,geraldton,7015,tas,19330905.0,5756664,id0777140705,dillon,laverty,learmonth drive,old cob,geraldton,tas,1970-01-01,7015,7015_la,1681
lily,hyland,11.0,durack street,rosall,wilroy,2250,nsw,19440426.0,7053521,id8919828386,lily,hyland,durack street,rosall,wilroy,nsw,1970-01-01,2250,2250_hy,1682
finn,clarke,15.0,murranji street,the mount,primbee,4101,qld,19031121.0,5509189,id4440521956,finn,clarke,murranji street,the mount,primbee,qld,1970-01-01,4101,4101_cl,1683
wylile,brooke,40.0,rumker place,,woodcoft,4655,,19700409.0,4282147,id4597617069,wylile,brooke,rumker place,,woodcoft,,1970-01-01,4655,4655_br,1684
sarah,coffey,3.0,pearson street,broombir stud,ramornie,2209,vic,19930910.0,8625251,id1554213359,sarah,coffey,pearson street,broombir stud,ramornie,vic,1970-01-01,2209,2209_co,1685
heath,morrison,19.0,corinna street,georgedale,lilli pilli,7316,wa,19990803.0,6224315,id3446995869,heath,morrison,corinna street,georgedale,lilli pilli,wa,1970-01-01,7316,7316_mo,1686
bradshaw,zarrna,63.0,carnegie c rescent,,,6147,vic,19550120.0,7831798,id4551709518,bradshaw,zarrna,carnegie c rescent,,,vic,1970-01-01,6147,6147_za,1687
lauren,nguyen,3.0,arden place,yarrimbah,glenview,3128,nsw,19541121.0,2953634,id3773115532,lauren,nguyen,arden place,yarrimbah,glenview,nsw,1970-01-01,3128,3128_ng,1688
katelyn,rees,13.0,malindi place,brentwood vlge,avalon,3015,qld,19450212.0,3813459,id3853098605,katelyn,rees,malindi place,brentwood vlge,avalon,qld,1970-01-01,3015,3015_re,1689
rawlings,lacjlan,112.0,norrish place,curringa,east fremantle,2063,nsw,19080327.0,2878747,id2238725245,rawlings,lacjlan,norrish place,curringa,east fremantle,nsw,1970-01-01,2063,2063_la,1690
ethan,campbll,30.0,reuthe r street,,moorook,4700,nsw,19331009.0,3430363,id4250783275,ethan,campbll,reuthe r street,,moorook,nsw,1970-01-01,4700,4700_ca,1691
macey,mcclarty,19.0,kumm place,villa 213,albany creek,3163,wa,19061211.0,9810978,id5855143434,macey,mcclarty,kumm place,villa 213,albany creek,wa,1970-01-01,3163,3163_mc,1692
jared,wytkin,61.0,belfield d rescent,rowethorpe,bundaberg,5081,,19080330.0,2988806,id5583098482,jared,wytkin,belfield d rescent,rowethorpe,bundaberg,,1970-01-01,5081,5081_wy,174
sonja,wilkins,1024.0,alfred hill drive,st john of god hospital,hope valley,2760,vic,19340404.0,2867046,id7099631730,sonja,wilkins,alfred hill drive,st john of god hospital,hope valley,vic,1970-01-01,2760,2760_wi,1693
cassandra,rafanelli,3025.0,gundara street,,st labans,3020,wa,19270701.0,5847694,id9802697777,cassandra,rafanelli,gundara street,,st labans,wa,1970-01-01,3020,3020_ra,1694
liam,shoben,13.0,sheehystreet,part sect 231,kardinya,3182,qld,19220917.0,4177703,id5855703871,liam,shoben,sheehystreet,part sect 231,kardinya,qld,1970-01-01,3182,3182_sh,398
oliver,blake,8.0,,hd allenby,kingston,2289,qld,19891203.0,4307988,id3480388988,oliver,blake,,hd allenby,kingston,qld,1970-01-01,2289,2289_bl,1695
joe,hammer,15.0,wynn place,amble side garden,burnett heads,2200,qld,19420902.0,4437138,id2583255925,joe,hammer,wynn place,amble side garden,burnett heads,qld,1970-01-01,2200,2200_ha,1696
alyssa,dixno,1.0,halford crescent,willandra,edgecliff,4101,nsw,19860103.0,3916772,id1967376628,alyssa,dixno,halford crescent,willandra,edgecliff,nsw,1970-01-01,4101,4101_di,1054
benjamin,camens,7.0,harriso n street,upa cottages,lindfield,4505,qld,19750706.0,3523836,id5729108435,benjamin,camens,harriso n street,upa cottages,lindfield,qld,1970-01-01,4505,4505_ca,1697
jaggah,waller,26.0,murray crescent,hayfield vlge,ferryden park,2015,nsw,19240709.0,9945221,id3300522097,jaggah,waller,murray crescent,hayfield vlge,ferryden park,nsw,1970-01-01,2015,2015_wa,1511
alexandra,rohleder,2.0,kurrama close,albio ngrove,stephns,4218,sa,19260609.0,4210279,id7067541470,alexandra,rohleder,kurrama close,albio ngrove,stephns,sa,1970-01-01,4218,4218_ro,403
kelsey,nguyen,,champion place,rosebrook,boronia heights,2036,nsw,19130601.0,8154269,id1788212250,kelsey,nguyen,champion place,rosebrook,boronia heights,nsw,1970-01-01,2036,2036_ng,1698
nicholas,snell,135.0,quick st reet,kamilaroicottage,beaumaris,2184,nsw,19190112.0,7864865,id3067899692,nicholas,snell,quick street reet,kamilaroicottage,beaumaris,nsw,1970-01-01,2184,2184_sn,1699
nicola,coleman,64.0,,banksia village,caves beach,5453,qld,19250918.0,8953567,id1306904086,nicola,coleman,,banksia village,caves beach,qld,1970-01-01,5453,5453_co,1700
emiily,bullock,251.0,ivo whitton circuit,kacadoo,blackburnnorth,3764,nsw,19550401.0,2457694,id0336638433,emiily,bullock,ivo whitton circuit,kacadoo,blackburnnorth,nsw,1970-01-01,3764,3764_bu,1701
ajay,irons,86.0,tarwynpjrk,wanliss street,moruyz,7248,vic,,4283972,id0054205730,ajay,irons,tarwynpjrk,wanliss street,moruyz,vic,,7248,7248_ir,1702
alia,dobrzycki,3.0,brittlebank circuit,yarrambah,loganlea,2790,vic,19960130.0,4588807,id4823631251,alia,dobrzycki,brittlebank circuit,yarrambah,loganlea,vic,1970-01-01,2790,2790_do,1557
megan,purdon,8.0,lyndon street,hawkesbury natural health acupuncture ce,minchinbury,2256,vic,19641218.0,1801047,id9398837207,megan,purdon,lyndon street,hawkesbury natural health acupuncture ce,minchinbury,vic,1970-01-01,2256,2256_pu,1703
ellie,campbell,,douglas place,port hedland regional hospital,corio,7008,wa,19380331.0,4597845,id7171162352,ellie,campbell,douglas place,port hedland regional hospital,corio,wa,1970-01-01,7008,7008_ca,1379
joanna,doolxey,35.0,summerville crescent,warra-gan,bethania,2220,qld,19930513.0,4843681,id9903350478,joanna,doolxey,summerville crescent,warra gan,bethania,qld,1970-01-01,2220,2220_do,1704
alex,gibb,20.0,burdekin avenue,blueberry,deniliquin,2046,act,19130303.0,4379286,id8787638908,alex,gibb,burdekin avenue,blueberry,deniliquin,act,1970-01-01,2046,2046_gi,1705
mikaela,white,4.0,anzac park,villa 5,blair athol,4575,vic,19811017.0,4853274,id2611922442,mikaela,white,anzac park,villa 5,blair athol,vic,1970-01-01,4575,4575_wh,1706
samuel,lazaroff,61.0,tanner place,yarrum,vermont,3104,vic,19121227.0,1973394,id4545963414,samuel,lazaroff,tanner place,yarrum,vermont,vic,1970-01-01,3104,3104_la,1707
madison,matthews,4.0,sugarloaf circuit,bonny doon,burpengary,2090,vic,19290710.0,1551042,id4338833284,madison,matthews,sugarloaf circuit,bonny doon,burpengary,vic,1970-01-01,2090,2090_ma,810
jake,grodser,3.0,lexcen avenue,horseshoe bend,bomaderry,2116,vic,19670227.0,8695287,id0033685384,jake,grodser,lexcen avenue,horseshoe bend,bomaderry,vic,1970-01-01,2116,2116_gr,1708
james,sebregts,30.0,holden crescent,,ngunnawal,3300,nsw,19040404.0,5342259,id0309647183,james,sebregts,holden crescent,,ngunnawal,nsw,1970-01-01,3300,3300_se,1709
kyra,wilde,62.0,groom street,binbimbie,young,3595,qld,19220601.0,6073461,id7965566216,kyra,wilde,groom street,binbimbie,young,qld,1970-01-01,3595,3595_wi,1710
aimre,trzcinski,117.0,jacobs street,blue hills,frankston,2198,nsw,19280418.0,8941279,id9713102237,aimre,trzcinski,jacobs street,blue hills,frankston,nsw,1970-01-01,2198,2198_tr,347
jessica,rivera,14.0,quick street,jasmine lodge,kingsthorpe,5065,vic,19620906.0,1054434,id3911946449,jessica,rivera,quick street,jasmine lodge,kingsthorpe,vic,1970-01-01,5065,5065_ri,1711
teaha,alderson,,west place,banana shed,marsden,2092,vic,19170803.0,2268603,id9004806862,teaha,alderson,west place,banana shed,marsden,vic,1970-01-01,2092,2092_al,1712
mitchell,bellamy,4.0,arthur circle,bolaro,coonalpyn,6210,vic,19710203.0,1090549,id7676014882,mitchell,bellamy,arthur circle,bolaro,coonalpyn,vic,1970-01-01,6210,6210_be,1215
emiily,nicely,13.0,burkitts treet,mlc centre,banks,3350,vic,19910126.0,1387695,id1505644195,emiily,nicely,burkitts treet,mlc centre,banks,vic,1970-01-01,3350,3350_ni,1713
noay,vitkunas,11.0,jones place,karinga park,emmaville,2346,tas,19551102.0,2474313,id1759843196,noay,vitkunas,jones place,karinga park,emmaville,tas,1970-01-01,2346,2346_vi,99
reece,garnett,162.0,maclagan street,envirnoa,carlingford,807,nt,19390828.0,3123598,id9913571970,reece,garnett,maclagan street,envirnoa,carlingford,nt,1970-01-01,0807,0807_ga,1714
jarod,shepherd,521.0,williamson street,occar,burwood east,4562,nsw,19740530.0,9378944,id4762288102,jarod,shepherd,williamson street,occar,burwood east,nsw,1970-01-01,4562,4562_sh,1715
abby,wotton,80.0,shara place,berowra exch,lalor,5290,vic,19080306.0,9242229,id2597694507,abby,wotton,shara place,berowra exch,lalor,vic,1970-01-01,5290,5290_wo,1716
bianca,matthews,5.0,wentworth avenue,mt pleasant,toowoomba,6743,nsw,19410128.0,1935299,id7878381376,bianca,matthews,wentworth avenue,mt pleasant,toowoomba,nsw,1970-01-01,6743,6743_ma,1134
finley,leane,47.0,mewton place,bugala,konongwootong,2017,nsw,19240221.0,9822675,id7014358172,finley,leane,mewton place,bugala,konongwootong,nsw,1970-01-01,2017,2017_le,1717
jett,colegate,55.0,hampton ircuit,gibroatar,st albans,6011,nsw,19021219.0,1302954,id4953659163,jett,colegate,hampton ircuit,gibroatar,st albans,nsw,1970-01-01,6011,6011_co,1666
zachry,owerok,4.0,bendigo bstreet,,maclean,2765,vic,19470101.0,4914201,id3565498985,zachry,owerok,bendigo bstreet,,maclean,vic,1970-01-01,2765,2765_ow,1718
be au,tongyode,195.0,dingo flats,touris t park,grya,3620,vic,19071010.0,8299710,id2167268127,be au,tongyode,dingo flats,touris t park,grya,vic,1970-01-01,3620,3620_to,699
jack,harrington,99.0,jansz crescent,pleasant ridge,williamstown,3814,nsw,19661011.0,3951427,id1683792904,jack,harrington,jansz crescent,pleasant ridge,williamstown,nsw,1970-01-01,3814,3814_ha,1719
noah,gamlin,18.0,canning street,villa 183,mosman,7262,sa,19091023.0,6693641,id7307995329,noah,gamlin,canning street,villa 183,mosman,sa,1970-01-01,7262,7262_ga,1720
keahley,eveston,2.0,groom street,shangri la crvn park,corowa,2250,nsw,19320428.0,8695946,id9184032536,keahley,eveston,groom street,shangri la crvn park,corowa,nsw,1970-01-01,2250,2250_ev,1721
eliza,mason,57.0,kennedy street,brentwo do vlge,bundamba,4067,tas,19071124.0,3004030,id1058197598,eliza,mason,kennedy street,brentwo do vlge,bundamba,tas,1970-01-01,4067,4067_ma,188
daniel,riding,228.0,antill street,rondayvoo,dimboola,6010,tas,19090516.0,2525592,id5046972159,daniel,riding,antill street,rondayvoo,dimboola,tas,1970-01-01,6010,6010_ri,1722
jacob,priest,41.0,wagga street,evergreen,largs north,4165,vic,19390329.0,2860311,id0746132911,jacob,priest,wagga street,evergreen,largs north,vic,1970-01-01,4165,4165_pr,1723
jasmyn,seehusn,198.0,alfred hill drive,sun city resort,elwood,3496,vic,19440409.0,7032766,id2827434944,jasmyn,seehusn,alfred hill drive,sun city resort,elwood,vic,1970-01-01,3496,3496_se,741
charlotte,dixno,31.0,ferber place,mlc ecntre,geelon west,4810,qld,19141202.0,3783386,id2320971403,charlotte,dixno,ferber place,mlc ecntre,geelon west,qld,1970-01-01,4810,4810_di,1724
patrick,laing,26.0,fowles street,ferndale,,4221,nsw,19340506.0,1740961,id1669647193,patrick,laing,fowles street,ferndale,,nsw,1970-01-01,4221,4221_la,1725
,cambpell,81.0,,arcadai,wantirna,6051,sa,19211108.0,1327917,id4921932680,,cambpell,,arcadai,wantirna,sa,1970-01-01,6051,6051_ca,1726
georgia,melin,11.0,anstey street,shelbourne woodstock,bomaderry,4703,nsw,19940215.0,3319764,id5279792170,georgia,melin,anstey street,shelbourne woodstock,bomaderry,nsw,1970-01-01,4703,4703_me,1727
nathan,morrison,59.0,peppin place,,eaglehawk,6172,qld,19220902.0,5567390,id1655892014,nathan,morrison,peppin place,,eaglehawk,qld,1970-01-01,6172,6172_mo,861
liam,laing,7.0,theodore street,keriroca,padstow,6004,vic,19391213.0,9129876,id7825842745,liam,laing,theodore street,keriroca,padstow,vic,1970-01-01,6004,6004_la,718
ryan,fey,82.0,kitchener street,unt 1,slacks creek,3400,qld,19870928.0,4515379,id7545453344,ryan,fey,kitchener street,unt 1,slacks creek,qld,1970-01-01,3400,3400_fe,1728
miller,egab,162.0,fergusson crescent,john flynn medical centre,como,2580,nsw,19700305.0,5022596,id2281856975,miller,egab,fergusson crescent,john flynn medical centre,como,nsw,1970-01-01,2580,2580_eg,1729
blake,goldsworthy,259.0,wambool street,la villades pins,north ryde,2360,vic,19240515.0,1108824,id0554439484,blake,goldsworthy,wambool street,la villades pins,north ryde,vic,1970-01-01,2360,2360_go,1730
kimberly,pavli,15.0,pennefather street,,north sydney,3056,nsw,19600628.0,1529118,id5082523335,kimberly,pavli,pennefather street,,north sydney,nsw,1970-01-01,3056,3056_pa,1731
luke,marshman,25.0,sangster place,willyaroo street,albion park,4220,wa,19711012.0,3259489,id1810452366,luke,marshman,sangster place,willyaroo street,albion park,wa,1970-01-01,4220,4220_ma,1732
zach,steane,37.0,fitzhardinge crescent,ryhd-talog,kalamunda,6061,nsw,19730723.0,9575271,id3850626365,zach,steane,fitzhardinge crescent,ryhd talog,kalamunda,nsw,1970-01-01,6061,6061_st,1733
naomi,millar,7.0,southern cross drive,glengar,st agnes,5172,,19750818.0,7751504,id1263012322,naomi,millar,southern cross drive,glengar,st agnes,,1970-01-01,5172,5172_mi,1734
andrew,rawlings,112.0,norrish place,curringa,east fremantle,2063,nsw,19080327.0,2878747,id5009972101,andrew,rawlings,norrish place,curringa,east fremantle,nsw,1970-01-01,2063,2063_ra,357
benjamin,royle,15.0,board place,morn moot,arana hills,2076,nsw,19110517.0,5142627,id2187905891,benjamin,royle,board place,morn moot,arana hills,nsw,1970-01-01,2076,2076_ro,1514
oliver,clarke,35.0,macumba place,ordview estate,sunshine,3150,nsw,19721201.0,3931949,id4956719078,oliver,clarke,macumba place,ordview estate,sunshine,nsw,1970-01-01,3150,3150_cl,1735
mitchrll,richmond,38.0,fidge street,wentworth house,blair athol,6148,nsw,19110605.0,4392610,id7631775406,mitchrll,richmond,fidge street,wentworth house,blair athol,nsw,1970-01-01,6148,6148_ri,1625
amber,whiet,31.0,moodie street,degaflga,eaton,2024,nsw,19120819.0,2839026,id7104533786,amber,whiet,moodie street,degaflga,eaton,nsw,1970-01-01,2024,2024_wh,1736
tenille,swiggs,150.0,verbrugghen street,,artarmon,7300,qld,19730510.0,6436926,id9096949854,tenille,swiggs,verbrugghen street,,artarmon,qld,1970-01-01,7300,7300_sw,413
,colean,60.0,backhouse street,barwalla,quorn,3174,nsw,19541004.0,8477487,id4272885240,,colean,backhouse street,barwalla,quorn,nsw,1970-01-01,3174,3174_co,1737
lily,mizon,13.0,bissenberg er crescent,railway stn,melvlile,2250,,19020326.0,3851424,id5083650165,lily,mizon,bissenberg er crescent,railway stn,melvlile,,1970-01-01,2250,2250_mi,1738
jaiden,bloomfield,147.0,hopkins street,locn 3439,gorokan,2576,qld,,7038120,id4410661193,jaiden,bloomfield,hopkins street,locn 3439,gorokan,qld,,2576,2576_bl,1739
sarsha,koopman,123.0,currie crescent,killarney,waterloo,2745,vic,19000301.0,5480588,id6225303210,sarsha,koopman,currie crescent,killarney,waterloo,vic,1970-01-01,2745,2745_ko,1740
olivia,dixn,80.0,twamley crescent,kingstontower,bundaberg north,2170,tas,19381114.0,7563867,id4505346759,olivia,dixn,twamley crescent,kingstontower,bundaberg north,tas,1970-01-01,2170,2170_di,1741
hugo,clarke,85.0,couchmancrescent,rosetta illage,murray bridge,5043,vic,19640103.0,6444384,id2104575677,hugo,clarke,couchmancrescent,rosetta illage,murray bridge,vic,1970-01-01,5043,5043_cl,1256
amber,green,6.0,sticht place,belvedere,vincent,7030,vic,19890627.0,7817990,id9383922485,amber,green,sticht place,belvedere,vincent,vic,1970-01-01,7030,7030_gr,1742
etha,ferris,70.0,gledden street,mountbeevor,tatura,4570,nsw,19790807.0,7258596,id8242609631,etha,ferris,gledden street,mountbeevor,tatura,nsw,1970-01-01,4570,4570_fe,1743
sophie,nikolec,80.0,fossey street,manresa,toowoomba,6050,wa,19510124.0,7394640,id1283495406,sophie,nikolec,fossey street,manresa,toowoomba,wa,1970-01-01,6050,6050_ni,1744
karlsen,spyke,4.0,northam street,aptm 206,southbank,2320,wa,19641029.0,5567470,id6437228906,karlsen,spyke,northam street,aptm 206,southbank,wa,1970-01-01,2320,2320_sp,1745
alexander,hamon,184.0,rowntree crescent,solitaire,auburn,2011,nsw,19630105.0,8113333,id3256583873,alexander,hamon,rowntree crescent,solitaire,auburn,nsw,1970-01-01,2011,2011_ha,1746
tiarna,reid,147.0,dines place,brentwood vlge,athelstone,2250,vic,19820122.0,4863287,id8898140041,tiarna,reid,dines place,brentwood vlge,athelstone,vic,1970-01-01,2250,2250_re,1422
bryce,rees,16.0,meldrum street,rp 155232,arana hills,3128,nsw,19440613.0,4164990,id5539214319,bryce,rees,meldrum street,rp 155232,arana hills,nsw,1970-01-01,3128,3128_re,1747
emiily,skeen,280.0,belconnen way,location 6656,templars,2133,sa,19390814.0,4133934,id9480681031,emiily,skeen,belconnen way,location 6656,templars,sa,1970-01-01,2133,2133_sk,536
andre,langrehr,,chippindall circuit,sleepy pines,caves beach,3125,nsw,19000129.0,8095334,id4643509559,andre,langrehr,chippindall circuit,sleepy pines,caves beach,nsw,1970-01-01,3125,3125_la,397
talan,slape,,roebuck street,homefield home,annandale,5046,nsw,19040617.0,7593310,id4618043787,talan,slape,roebuck street,homefield home,annandale,nsw,1970-01-01,5046,5046_sl,1748
waller,jaggah,26.0,murray cfdescent,hayfield vlge,ferryden park,2015,nsw,19240709.0,9945221,id4903377771,waller,jaggah,murray cfdescent,hayfield vlge,ferryden park,nsw,1970-01-01,2015,2015_ja,1749
tess,baugh,82.0,waterhouse street,oakbank,gorokan,5029,vic,19890105.0,5606814,id7525004058,tess,baugh,waterhouse street,oakbank,gorokan,vic,1970-01-01,5029,5029_ba,1750
danilele,morrison,95.0,wattle street,sec 552,bibra lake,4701,vic,19030709.0,8907802,id6065849099,danilele,morrison,wattle street,sec 552,bibra lake,vic,1970-01-01,4701,4701_mo,1751
diamonnd,bis hop,22.0,mcbryde crescent,camcara,valley view,2049,nsw,,1088643,id3833002296,diamonnd,bis hop,mcbryde crescent,camcara,valley view,nsw,,2049,2049_bi,1752
yasmin,white,29.0,hallen close,kings apmts,west perth,2756,nsw,19260409.0,3971103,id5320949877,yasmin,white,hallen close,kings apmts,west perth,nsw,1970-01-01,2756,2756_wh,1323
georgia,edson,38.0,rosman c cruit,gen eiss,parkdale,4650,qld,19000701.0,2150872,id7682925525,georgia,edson,rosman c cruit,gen eiss,parkdale,qld,1970-01-01,4650,4650_ed,1753
olivia,winfield,5.0,crisp circuit,stanhope sth,lake clarendon,4575,qld,19421007.0,8745098,id0113901268,olivia,winfield,crisp circuit,stanhope sth,lake clarendon,qld,1970-01-01,4575,4575_wi,1754
jack,cambpell,169.0,pudne street,rhosewyn,oaklegih,3356,vic,19770109.0,1485686,id0455567895,jack,cambpell,pudne street,rhosewyn,oaklegih,vic,1970-01-01,3356,3356_ca,1755
shana,kowald,9.0,dookie street,locn 24,port macquarie,2586,sa,19200305.0,2522502,id2732051998,shana,kowald,dookie street,locn 24,port macquarie,sa,1970-01-01,2586,2586_ko,590
michael,paschalidis,1.0,de little circuit,nunkuri,osborne park,2380,vic,19930102.0,8507976,id9562688576,michael,paschalidis,de little circuit,nunkuri,osborne park,vic,1970-01-01,2380,2380_pa,1756
ayden,white,7.0,dines place,ocean park towers,garran,2506,vic,19390830.0,7585098,id1251348763,ayden,white,dines place,ocean park towers,garran,vic,1970-01-01,2506,2506_wh,1195
chloe,webb,309.0,hannan crescent,golden ponds,manneri ng park,2257,vic,19180407.0,4261331,id3775403375,chloe,webb,hannan crescent,golden ponds,manneri ng park,vic,1970-01-01,2257,2257_we,1757
hassall,jacob,33.0,carlile street,torbanlea,yabba north,3623,nsw,19790619.0,6010042,id8322470485,hassall,jacob,carlile street,torbanlea,yabba north,nsw,1970-01-01,3623,3623_ja,1758
dante,campbell,153.0,scantlebury crescent,,rochesetr,3011,sa,19570319.0,7815398,id1261789901,dante,campbell,scantlebury crescent,,rochesetr,sa,1970-01-01,3011,3011_ca,629
bailee,dent,58.0,maddockxplace,jingara,nowra,4117,qld,19950112.0,4080399,id6322064027,bailee,dent,maddockxplace,jingara,nowra,qld,1970-01-01,4117,4117_de,1759
callum,jankus,132.0,mcgivern crescent,wyncliffe,sylvania,3187,nsw,19930925.0,5175345,id0384884761,callum,jankus,mcgivern crescent,wyncliffe,sylvania,nsw,1970-01-01,3187,3187_ja,663
rebekah,ryan,1334.0,barraclough crescent,lindisfarme,craigie,2575,nsw,19791003.0,4949902,id1164130208,rebekah,ryan,barraclough crescent,lindisfarme,craigie,nsw,1970-01-01,2575,2575_ry,1760
kaitlin,finlay,48.0,campbell street,bullarook park stud,belmont,3034,sa,19750701.0,1515037,id8100616769,kaitlin,finlay,campbell street,bullarook park stud,belmont,sa,1970-01-01,3034,3034_fi,1761
jaykob,clarke,75.0,kimberley,milehamstreet,dalby,2107,wa,19000919.0,9245172,id2282235844,jaykob,clarke,kimberley,milehamstreet,dalby,wa,1970-01-01,2107,2107_cl,1762
christian,berryman,3.0,cox street,bays hospital,sunshine,2153,qld,19210115.0,5492745,id7161307513,christian,berryman,cox street,bays hospital,sunshine,qld,1970-01-01,2153,2153_be,1763
giaan,blackwell,139.0,kleinig street,port 262,biggera waters,2250,nsw,19770512.0,6179681,id3327244293,giaan,blackwell,kleinig street,port 262,biggera waters,nsw,1970-01-01,2250,2250_bl,1365
samuel,webb,410.0,garrett place,pyramid caravn park,rothwell,812,nsw,19690721.0,2721666,id9957532133,samuel,webb,garrett place,pyramid caravn park,rothwell,nsw,1970-01-01,0812,0812_we,1764
kaitlin,dixn,33.0,spylawf arm,ware place,morwell,2617,nsw,19420804.0,4342419,id5323652843,kaitlin,dixn,spylawf arm,ware place,morwell,nsw,1970-01-01,2617,2617_di,1765
lara,wakerell,17.0,see place,yenda units,pottsville,4017,nsw,19480619.0,3594200,id2282153286,lara,wakerell,see place,yenda units,pottsville,nsw,1970-01-01,4017,4017_wa,1766
isaac,mcvilly,32.0,sherwin place,bowan downs,ringwood,3105,nsw,19520920.0,3615515,id0704954368,isaac,mcvilly,sherwin place,bowan downs,ringwood,nsw,1970-01-01,3105,3105_mc,1767
carp,tristan,222.0,marchant circuit,georgedale,campbelltown,2913,nsw,19281204.0,1421166,id3154498710,carp,tristan,marchant circuit,georgedale,campbelltown,nsw,1970-01-01,2913,2913_tr,1768
jacob,schuster,5.0,maidemnt place,,sunshine,2540,sa,19750307.0,4344953,id5914804238,jacob,schuster,maidemnt place,,sunshine,sa,1970-01-01,2540,2540_sc,1769
olivia,lanyon,29.0,dalgarno close,shenstone park,evandale,7310,sa,19150306.0,1530356,id0435908922,olivia,lanyon,dalgarno close,shenstone park,evandale,sa,1970-01-01,7310,7310_la,1770
caitlin,masonh,451.0,oakey creek road,moondah,parramatta,3036,nsw,19250317.0,2470038,id4880754239,caitlin,masonh,oakey creek road,moondah,parramatta,nsw,1970-01-01,3036,3036_ma,1570
lily,bishop,29.0,nemarang crescent,yellow dam,westmead,2250,tas,19401205.0,2293160,id5899042685,lily,bishop,nemarang crescent,yellow dam,westmead,tas,1970-01-01,2250,2250_bi,1771
lucy,ringland,4.0,woolner circuit,gullamurra,bowral,4520,qld,19810713.0,5368490,id3623813468,lucy,ringland,woolner circuit,gullamurra,bowral,qld,1970-01-01,4520,4520_ri,1772
nathan,kunik,15.0,aremar,bunduluk crescent,ashfield,3149,nsw,19100926.0,5880341,id8378239007,nathan,kunik,aremar,bunduluk crescent,ashfield,nsw,1970-01-01,3149,3149_ku,1773
tyler,frojd,,burramurra avenue,kmart p plaza,san rmeo,3670,sa,19800916.0,7812219,id3628973308,tyler,frojd,burramurra avenue,kmart p plaza,san rmeo,sa,1970-01-01,3670,3670_fr,891
georgia,leslie,38.0,rosman circuit,genesis,parkdale,4650,qld,19000701.0,2150872,id3945132454,georgia,leslie,rosman circuit,genesis,parkdale,qld,1970-01-01,4650,4650_le,1774
john,benger,1.0,gellibrand street,grandview,carnegie,4011,nsw,19710126.0,5651019,id4048490440,john,benger,gellibrand street,grandview,carnegie,nsw,1970-01-01,4011,4011_be,1775
trent,lodg e,32.0,karuah street,athlone,bundamba,2280,act,19510526.0,9020603,id9042868059,trent,lodg e,karuah street,athlone,bundamba,act,1970-01-01,2280,2280_lo,1776
toby,maczkowiack,59.0,kanooka street,carinya vlge,canley vale,3217,nsw,19000328.0,7799632,id6311342408,toby,maczkowiack,kanooka street,carinya vlge,canley vale,nsw,1970-01-01,3217,3217_ma,1777
john-paul,binns,69.0,brand street,uc-dia-loi,mawson,4012,nsw,19070612.0,9026975,id7775644221,john paul,binns,brand street,uc dia loi,mawson,nsw,1970-01-01,4012,4012_bi,1778
danielle,reid,20.0,kootara crescent,cave hill creek,wanniassa,4220,wa,19530118.0,3310083,id4035674203,danielle,reid,kootara crescent,cave hill creek,wanniassa,wa,1970-01-01,4220,4220_re,1213
caitlin,menzies,31.0,adair st reet,kilnavrott,wentworth falls,2785,nsw,19190514.0,8126161,id0054332815,caitlin,menzies,adair street reet,kilnavrott,wentworth falls,nsw,1970-01-01,2785,2785_me,1779
isabella,clarke,59.0,gillespie street,flr5 john flyn medical centre,mount vitoria,2147,act,19950110.0,4409764,id5161952920,isabella,clarke,gillespie street,flr5 john flyn medical centre,mount vitoria,act,1970-01-01,2147,2147_cl,766
